datetime,price
09-02-2026 15:49:54,3289
15-02-2026 00:35:51,3389
20-02-2026 01:19:03,3289
23-02-2026 01:46:38,3389
01-03-2026 09:19:25,3289
12-03-2026 00:57:18,3389
02-04-2026 18:32:25,3289
10-04-2026 00:12:46,3269
13-04-2026 17:15:05,3399
14-04-2026 14:07:17,3379
21-04-2026 09:53:01,3399
26-04-2026 10:00:15,3459
27-04-2026 14:42:22,3199
27-04-2026 21:48:02,3399
28-04-2026 09:33:58,3459
28-04-2026 11:48:12,3399
28-04-2026 13:19:50,3199
28-04-2026 14:08:59,3399
29-04-2026 11:54:10,3199
29-04-2026 13:54:25,3399
01-05-2026 00:52:04,3499
04-05-2026 18:43:16,3399
05-05-2026 15:49:01,3299
05-05-2026 17:10:43,3399
08-05-2026 10:40:41,3369
19-05-2026 00:24:41,3399
01-06-2026 09:53:13,3499
02-06-2026 15:50:14,3399
05-06-2026 14:23:02,3369
16-06-2026 01:32:13,3399
02-07-2026 00:36:42,3349
07-07-2026 01:01:39,3369
13-07-2026 01:18:24,3399
01-08-2026 00:43:00,3499
03-08-2026 13:20:37,3399
07-08-2026 01:19:50,3369
18-08-2026 01:35:09,3399
