datetime,price
07-06-2025 00:00:00,34999
08-06-2025 00:00:00,34999
09-06-2025 00:00:00,34999
10-06-2025 00:00:00,34999
11-06-2025 00:00:00,34999
12-06-2025 00:00:00,34999
13-06-2025 00:00:00,34999
14-06-2025 00:00:00,34999
15-06-2025 00:00:00,34999
16-06-2025 00:00:00,34999
17-06-2025 00:00:00,34999
18-06-2025 00:00:00,34999
19-06-2025 00:00:00,34999
20-06-2025 00:00:00,34999
21-06-2025 00:00:00,34999
22-06-2025 00:00:00,34999
23-06-2025 00:00:00,34999
24-06-2025 00:00:00,34999
24-06-2025 13:39:14,29999
25-06-2025 00:00:00,29999
26-06-2025 00:00:00,29999
27-06-2025 00:00:00,29999
28-06-2025 00:00:00,29999
29-06-2025 00:00:00,29999
30-06-2025 00:00:00,29999
01-07-2025 00:57:28,34999
02-07-2025 00:00:00,34999
03-07-2025 00:00:00,34999
04-07-2025 00:00:00,34999
05-07-2025 00:00:00,34999
06-07-2025 00:00:00,34999
07-07-2025 00:00:00,34999
08-07-2025 00:00:00,34999
09-07-2025 00:00:00,34999
10-07-2025 12:53:09,28999
12-07-2025 00:38:32,27999
12-07-2025 09:42:04,28499
15-07-2025 09:47:31,27990
15-07-2025 23:47:24,28499
17-07-2025 00:12:56,27919
31-07-2025 01:08:15,28499
22-09-2025 00:33:34,26999
14-10-2025 22:39:42,42988
20-10-2025 22:42:00,40838
21-10-2025 12:22:14,334
21-10-2025 16:22:16,40838
21-10-2025 20:49:57,29699
21-10-2025 22:22:04,29686
22-10-2025 00:22:32,29699
22-10-2025 10:21:42,29695
22-10-2025 12:26:36,29671
22-10-2025 13:04:35,29686
23-10-2025 14:18:12,334
23-10-2025 16:43:13,29480
23-10-2025 17:01:05,29471
23-10-2025 21:00:34,334
24-10-2025 22:52:05,29790
25-10-2025 00:52:07,29999
25-10-2025 11:16:57,29771
25-10-2025 13:16:47,29730
25-10-2025 17:42:15,29690
