datetime,price
17-07-2025 13:28:43,3180
18-07-2025 16:24:16,3488
20-07-2025 10:01:25,3649
22-07-2025 10:16:19,3488
25-07-2025 18:57:48,3649
31-07-2025 01:08:30,3599
08-08-2025 10:21:42,3649
11-08-2025 17:12:34,3599
14-08-2025 13:44:21,3059
14-08-2025 17:44:08,3599
15-08-2025 20:01:33,3059
16-08-2025 00:01:27,3599
16-08-2025 10:40:56,3099
16-08-2025 12:41:06,3599
16-08-2025 14:40:58,3099
16-08-2025 16:41:06,3599
16-08-2025 18:40:51,3099
17-08-2025 10:52:56,3599
17-08-2025 12:52:49,1149
17-08-2025 19:30:22,3099
18-08-2025 10:02:39,3599
18-08-2025 14:02:41,3649
18-08-2025 20:02:40,3149
18-08-2025 22:02:52,3649
19-08-2025 00:02:47,3149
19-08-2025 12:29:15,3566
19-08-2025 14:29:01,3649
19-08-2025 22:29:03,3149
20-08-2025 10:05:51,1199
20-08-2025 12:06:00,3649
20-08-2025 14:05:53,3149
20-08-2025 16:17:16,3649
20-08-2025 22:06:26,499
21-08-2025 02:06:28,3649
21-08-2025 12:22:55,3149
21-08-2025 14:22:42,3649
21-08-2025 20:35:28,3058
21-08-2025 22:22:48,3649
22-08-2025 08:56:19,3059
22-08-2025 10:56:05,3481
22-08-2025 12:57:32,3059
22-08-2025 14:56:15,3649
22-08-2025 16:56:19,3481
22-08-2025 18:56:08,3100
22-08-2025 20:56:08,3149
22-08-2025 23:07:24,3481
23-08-2025 12:56:38,3149
23-08-2025 17:59:10,3481
23-08-2025 20:56:08,3149
24-08-2025 00:56:11,3100
24-08-2025 13:39:32,3149
25-08-2025 09:57:25,3649
25-08-2025 12:04:32,3149
25-08-2025 18:28:55,3649
25-08-2025 19:57:15,3823
25-08-2025 21:57:10,3481
25-08-2025 23:57:39,3149
26-08-2025 10:13:57,3481
26-08-2025 11:57:15,3649
26-08-2025 18:09:16,3149
27-08-2025 22:30:26,3740
28-08-2025 14:47:23,3149
28-08-2025 16:32:25,3740
28-08-2025 20:54:18,3649
28-08-2025 23:16:15,3740
29-08-2025 00:54:24,3149
29-08-2025 09:57:15,2281
29-08-2025 12:05:40,3149
29-08-2025 15:57:07,3649
29-08-2025 18:19:31,2281
29-08-2025 19:57:05,3149
30-08-2025 10:42:26,2957
30-08-2025 14:42:17,3149
30-08-2025 21:40:17,499
30-08-2025 23:47:09,2957
31-08-2025 13:34:49,3149
31-08-2025 16:01:36,3799
31-08-2025 22:01:26,3629
01-09-2025 00:01:30,3799
01-09-2025 02:01:20,2099
01-09-2025 09:43:51,3149
01-09-2025 13:43:40,3649
01-09-2025 17:22:25,3149
01-09-2025 23:31:03,3449
02-09-2025 01:22:08,3649
02-09-2025 10:28:02,3149
02-09-2025 21:53:35,3799
03-09-2025 08:41:47,3149
03-09-2025 10:42:06,3649
03-09-2025 12:41:32,2099
03-09-2025 13:14:57,3149
03-09-2025 16:50:50,3649
03-09-2025 19:44:16,3149
03-09-2025 23:14:42,3649
04-09-2025 01:15:02,3149
04-09-2025 13:03:24,3649
04-09-2025 17:03:00,3149
04-09-2025 22:18:32,1299
05-09-2025 00:18:30,3149
05-09-2025 18:59:46,3649
06-09-2025 00:54:49,3149
06-09-2025 08:49:34,3949
08-09-2025 11:39:18,1029
08-09-2025 12:45:14,3949
08-09-2025 18:45:10,3149
08-09-2025 18:52:33,1299
09-09-2025 10:51:18,3949
10-09-2025 08:53:59,3849
10-09-2025 06:50:53,4011
10-09-2025 15:44:16,2490
10-09-2025 16:52:56,4011
10-09-2025 18:48:21,3749
10-09-2025 22:48:06,3249
11-09-2025 10:15:52,3749
12-09-2025 13:56:52,10499
12-09-2025 17:43:26,3749
13-09-2025 09:55:57,3399
13-09-2025 11:56:52,3749
14-09-2025 09:29:34,3399
14-09-2025 13:29:15,3749
14-09-2025 23:29:26,3249
15-09-2025 10:10:08,3749
15-09-2025 12:06:33,1222
15-09-2025 14:06:16,3399
15-09-2025 20:06:17,3749
16-09-2025 15:01:38,1099
16-09-2025 18:27:34,3399
16-09-2025 22:27:27,3749
17-09-2025 21:39:03,3399
17-09-2025 23:39:12,3749
19-09-2025 21:24:33,1149
19-09-2025 23:24:23,3749
20-09-2025 14:23:00,3399
20-09-2025 19:05:19,3749
22-09-2025 18:34:06,1099
22-09-2025 19:50:15,3749
26-09-2025 10:43:31,1099
26-09-2025 12:43:31,3749
26-09-2025 20:53:46,2149
27-09-2025 00:43:21,3749
27-09-2025 10:00:04,1099
27-09-2025 10:43:16,3749
27-09-2025 14:43:18,2149
27-09-2025 20:49:48,1099
