datetime,price
15-04-2025 14:07:09,199
16-04-2025 00:00:00,199
17-04-2025 00:00:00,199
18-04-2025 00:00:00,199
19-04-2025 00:00:00,199
20-04-2025 00:00:00,199
21-04-2025 00:13:39,195
21-04-2025 17:29:37,199
22-04-2025 00:00:00,199
22-04-2025 17:22:14,195
23-04-2025 11:35:05,199
24-04-2025 00:00:00,199
25-04-2025 00:00:00,199
26-04-2025 00:00:00,199
27-04-2025 00:00:00,199
28-04-2025 00:00:00,199
29-04-2025 00:00:00,199
30-04-2025 00:00:00,199
30-04-2025 21:38:57,203
30-04-2025 23:38:59,199
01-05-2025 00:00:00,199
02-05-2025 00:00:00,199
03-05-2025 00:00:00,199
04-05-2025 00:00:00,199
05-05-2025 00:00:00,199
06-05-2025 00:00:00,199
07-05-2025 00:00:00,199
07-05-2025 12:32:08,220
08-05-2025 09:22:21,189
09-05-2025 10:03:49,199
10-05-2025 00:00:00,199
11-05-2025 00:00:00,199
12-05-2025 00:00:00,199
13-05-2025 00:00:00,199
14-05-2025 00:00:00,199
15-05-2025 00:00:00,199
16-05-2025 00:00:00,199
17-05-2025 00:00:00,199
18-05-2025 00:00:00,199
19-05-2025 00:00:00,199
20-05-2025 00:00:00,199
21-05-2025 00:00:00,199
22-05-2025 00:00:00,199
23-05-2025 00:00:00,199
24-05-2025 00:00:00,199
25-05-2025 00:00:00,199
26-05-2025 00:00:00,199
27-05-2025 00:00:00,199
28-05-2025 00:00:00,199
29-05-2025 00:00:00,199
30-05-2025 00:00:00,199
31-05-2025 00:00:00,199
01-06-2025 00:00:00,199
02-06-2025 00:00:00,199
03-06-2025 00:00:00,199
07-06-2025 00:00:00,199
08-06-2025 00:00:00,199
09-06-2025 00:00:00,199
10-06-2025 00:00:00,199
11-06-2025 00:00:00,199
12-06-2025 00:00:00,199
13-06-2025 00:00:00,199
14-06-2025 00:00:00,199
15-06-2025 00:00:00,199
16-06-2025 00:00:00,199
17-06-2025 00:00:00,199
18-06-2025 00:00:00,199
19-06-2025 00:00:00,199
20-06-2025 00:00:00,199
21-06-2025 00:00:00,199
22-06-2025 00:00:00,199
23-06-2025 00:00:00,199
24-06-2025 00:00:00,199
25-06-2025 00:00:00,199
